phrase,label,confidence,source
shovel the basrelief is crushed with the shovel doesnt feel rightstress 100,1,0.909,darkestdungeon
brackish tide pooldrink fountain,0,0.976,darkestdungeon
brackish tide pool,0,0.975,darkestdungeon
antivenom the water is purified and cleanses the hero,1,0.936,darkestdungeon
heal 5 hp 50,0,0.971,darkestdungeon
stress heal 6 50,1,0.943,darkestdungeon
75 buff 33 blight bleed disease debuff resistances until camp the heros resilience is heightened25 random disease the water is contaminated,1,0.985,darkestdungeon
75 buff 33 blight bleed disease debuff resistances until camp the heros resilience is heightened,1,0.989,darkestdungeon
there is something odd about this coralthis curio can only appear alongcorridors,0,0.973,darkestdungeon
25 nothing nothing here after all,0,0.966,darkestdungeon
fish idolunholy worship,1,0.958,darkestdungeon
buff 18 dmg until camp,0,0.944,darkestdungeon
50 debuff 25 dmg 10 acc until camp an evil force strength engulfs the hero,1,0.963,darkestdungeon
50 debuff 12 dodge until camp an evil force strength engulfs the hero,1,0.98,darkestdungeon
gemtrinkets x2  gemgold x1  supplies x2,0,0.975,darkestdungeon
167 gemtrinkets x1 goldgem x1  supply x1 the fish ate more than its fair share167 disease the red plague the creature is harbouring a dangerous infection111 blight its a trap56 bleed its a trap50 nothing only digested fish inside,1,0.928,darkestdungeon
167 gemtrinkets x1 goldgem x1  supply x1 the fish ate more than its fair share,0,0.968,darkestdungeon
167 disease the red plague the creature is harbouring a dangerous infection,1,0.989,darkestdungeon
111 blight its a trap,1,0.98,darkestdungeon
56 bleed its a trap,1,0.988,darkestdungeon
giant oystertreasure scrounging,0,0.975,darkestdungeon
shovel the shovel prevents the oyster from closingdog treats the oyster seems to like thesegoldtrinkets x3buff 25 dodge until camp,0,0.967,darkestdungeon
shovel the shovel prevents the oyster from closing,0,0.948,darkestdungeon
dog treats the oyster seems to like these,0,0.984,darkestdungeon
buff 25 dodge until camp,0,0.968,darkestdungeon
40 goldtrinkets x2 there are treasures hidden inside,0,0.932,darkestdungeon
20 nothing someone has already cleaned house,0,0.983,darkestdungeon
667 stress heal 2530 the great artifact inspires the hero,1,0.983,darkestdungeon
the soil is soaked through with halfclotted blood which seemingly feeds these vital blooms,1,0.964,darkestdungeon
the blood the flowers surge with growth but the blood invites no other occurenceholy water the wilting gives off a noxious odourshovel digging reveals lootnothingstress 15gemsheirlooms x2 667 or any loot x1 333,1,0.977,darkestdungeon
the blood the flowers surge with growth but the blood invites no other occurence,1,0.991,darkestdungeon
holy water the wilting gives off a noxious odour,1,0.983,darkestdungeon
shovel digging reveals loot,0,0.959,darkestdungeon
gemsheirlooms x2 667 or any loot x1 333,0,0.96,darkestdungeon
385 stress 15 the blossoms reek of death pestilence and unfathomable nightmares231 scouting a map is nestled between the thorns and blossoms153 any loot x2  167 the blood the potting soil reveals its treasure51 disease tetanus thorns hook into the flesh a cloying sap seeps into the heros blood25 random disease153 nothing apparently these ghoulish flowers are harmless,1,0.929,darkestdungeon
385 stress 15 the blossoms reek of death pestilence and unfathomable nightmares,1,0.99,darkestdungeon
153 any loot x2  167 the blood the potting soil reveals its treasure,1,0.989,darkestdungeon
51 disease tetanus thorns hook into the flesh a cloying sap seeps into the heros blood,1,0.989,darkestdungeon
25 random disease,0,0.953,darkestdungeon
153 nothing apparently these ghoulish flowers are harmless,0,0.92,darkestdungeon
damned fountaindrink fountain ccrave unholy haunted,1,0.953,darkestdungeon
drink fountain ccrave unholy haunted,1,0.986,darkestdungeon
a bubbling fountain spews crimson ichor from some damnable source,1,0.945,darkestdungeon
holy water the purified liquid offers a surprising boontorch burning the blood stings the nostrils and turns the stomachstress heal 30stress 5,1,0.981,darkestdungeon
torch burning the blood stings the nostrils and turns the stomach,1,0.983,darkestdungeon
60 bleed the heros scars weep open when bathed in the crimson fluid20 disease crimson curse this bloody artifact invites ailment20 any loot x2  167 bleed treasure lies in the gorefilled basin,1,0.99,darkestdungeon
60 bleed the heros scars weep open when bathed in the crimson fluid,1,0.991,darkestdungeon
20 disease crimson curse this bloody artifact invites ailment,1,0.989,darkestdungeon
20 any loot x2  167 bleed treasure lies in the gorefilled basin,1,0.988,darkestdungeon
disturbing diversionunholy haunted scrounging torture reflective,1,0.988,darkestdungeon
unholy haunted scrounging torture reflective,1,0.982,darkestdungeon
shovel what sadist put treasure in its skullheirlooms x3,1,0.916,darkestdungeon
shovel what sadist put treasure in its skull,1,0.971,darkestdungeon
40 stress 25 you picture debauched and bloody games15 random positive quirk suppressed desires awaken15 random negative quirk suppressed desires awaken10 any loot x2  167 the blood x2 wagers long forgotten20 nothing the remains yield nothing,1,0.982,darkestdungeon
15 random negative quirk suppressed desires awaken,1,0.937,darkestdungeon
10 any loot x2  167 the blood x2 wagers long forgotten,1,0.969,darkestdungeon
20 nothing the remains yield nothing,1,0.987,darkestdungeon
forgotten delicaciesbody food haunted unholy ccrave,1,0.986,darkestdungeon
body food haunted unholy ccrave,1,0.989,darkestdungeon
medicinal herbs precise use of herbs purifies the tainted remains,1,0.934,darkestdungeon
20 goldsupplies x4  supplies x1  25 the blood there are valuables scattered about the repast20 negative quirk stress eater what a peculiar flavour20 blight it is tainted133 disease crimson curse there is nothing but rot inside the seemingly fresh morsels67 random disease there is nothing but rot inside the seemingly fresh morsels20 nothing there remains nothing worthy of your time,1,0.973,darkestdungeon
20 blight it is tainted,1,0.988,darkestdungeon
133 disease crimson curse there is nothing but rot inside the seemingly fresh morsels,1,0.989,darkestdungeon
67 random disease there is nothing but rot inside the seemingly fresh morsels,1,0.981,darkestdungeon
20 nothing there remains nothing worthy of your time,1,0.964,darkestdungeon
hooded shrewhaunted unholy,1,0.981,darkestdungeon
the blood blood for treasuretrinket x2,1,0.904,darkestdungeon
the blood blood for treasure,1,0.987,darkestdungeon
428 stress 15 the urchins arcane mutterings stir deep terror within285 any loot x1 the shrew seems oblivious to the heros pilfering76 random disease the shrews filthy grasp is like iron and its nails rake the hero142 nothing the supplicant does not seem to notice the hero,1,0.972,darkestdungeon
428 stress 15 the urchins arcane mutterings stir deep terror within,1,0.984,darkestdungeon
76 random disease the shrews filthy grasp is like iron and its nails rake the hero,1,0.992,darkestdungeon
142 nothing the supplicant does not seem to notice the hero,0,0.931,darkestdungeon
wizened shrewhaunted unholy,1,0.988,darkestdungeon
the blood from a hidden fold the shrew offers up a rare treasuretrinket x3,1,0.98,darkestdungeon
the blood from a hidden fold the shrew offers up a rare treasure,1,0.99,darkestdungeon
76 random disease the shrews filthy grasp is like iron and its nails rake the hero50 scouting a greasy vellum is proffered to the hero333 the being mutters an incantation and nothing happens the shrew performs a strange ritual but the results seem positive25 nothing the supplicant is incoherent and penniless harmless,1,0.922,darkestdungeon
50 scouting a greasy vellum is proffered to the hero,0,0.942,darkestdungeon
25 nothing the supplicant is incoherent and penniless harmless,1,0.942,darkestdungeon
pile of strange bonesunholy scrounging haunted knowledge,1,0.987,darkestdungeon
unholy scrounging haunted knowledge,1,0.987,darkestdungeon
a heap of peculiar bones and dusty sinew litters the floorthis curio can only appear alongcorridors,1,0.96,darkestdungeon
bandage these bones hold richesbandage these bones hold richesthe blood these bones hold richesany loot x1 50the blood 167 50summon a supplicant sycophant  esquire,1,0.989,darkestdungeon
bandage these bones hold riches,1,0.989,darkestdungeon
the blood these bones hold riches,1,0.989,darkestdungeon
any loot x1 50,0,0.979,darkestdungeon
the blood 167 50,1,0.949,darkestdungeon
summon a supplicant sycophant  esquire,0,0.947,darkestdungeon
50 bleed an insectoid mandible pierces the heros skin20 any loot x2  167 the blood baubles and other items of value are found in the grisly remains10 disease crimson curse your blood is tainted with a strange infection20 nothing these remains hold no danger nor anything of value either,1,0.934,darkestdungeon
10 disease crimson curse your blood is tainted with a strange infection,1,0.992,darkestdungeon
20 nothing these remains hold no danger nor anything of value either,1,0.979,darkestdungeon
throbbing cockoonsknowledge scrounging ccrave,0,0.918,darkestdungeon
knowledge scrounging ccrave,0,0.976,darkestdungeon
shifting and bulging organisms hide behind translucent walls,1,0.943,darkestdungeon
torch sweet relief as the eggs turn to ashstress heal 30 courtyard only,1,0.991,darkestdungeon
torch sweet relief as the eggs turn to ash,1,0.975,darkestdungeon
125 nothing disgusting viscera and not much else,0,0.92,darkestdungeon
the hive is twisted and unnatural  the work of cursed vermin,1,0.991,darkestdungeon
torch the vermin sizzle and pop as the hive burns to ashany loot x3  167 blood,1,0.987,darkestdungeon
torch the vermin sizzle and pop as the hive burns to ash,1,0.988,darkestdungeon
75 any loot x2  20 blood the hive holds valuables25 bleed the hives inhabitants sting and bite the heros exposed flesh,1,0.975,darkestdungeon
25 bleed the hives inhabitants sting and bite the heros exposed flesh,1,0.991,darkestdungeon
you can see that some of the bottles are still intact,0,0.978,darkestdungeon
antivenom a pleasant vintage,0,0.966,darkestdungeon
417 the blood 333 x2  any loot x1  goldsupplies x4 there is loot in the broken glass167 negative quirk tippler a sip uncorks a disturbing new habit167 disease crimson curse what terrible fortune83 scouting you find a map in an empty bottle83 bleed take more care sorting through broken glass83 nothing nothing but broken glass and wood splinters,1,0.955,darkestdungeon
417 the blood 333 x2  any loot x1  goldsupplies x4 there is loot in the broken glass,1,0.953,darkestdungeon
167 disease crimson curse what terrible fortune,1,0.989,darkestdungeon
83 scouting you find a map in an empty bottle,0,0.971,darkestdungeon
glittering crystals spill onto the groundthis curio can only appear insiderooms,1,0.918,darkestdungeon
heal 90 of max hp,0,0.961,darkestdungeon
skeleton key opens a hidden compartmentfood x612  any supplies  trinket,0,0.958,darkestdungeon
food x612  any supplies  trinket,0,0.987,darkestdungeon
66 laudanummedicinal herbsfood33 nothing,0,0.957,darkestdungeon
66 laudanummedicinal herbsfood,0,0.963,darkestdungeon
heal 65 of max hp party,0,0.904,darkestdungeon
trinket mildreds locket first encounter onlyany trinketshards subsequent encounters,0,0.912,darkestdungeon
trinket mildreds locket first encounter only,0,0.956,darkestdungeon
any trinketshards subsequent encounters,0,0.962,darkestdungeon
ancestors knapsacktreasure scrounging hauntedcan only be found in thedarkest dungeonor inwolves at the door,1,0.93,darkestdungeon
treasure scrounging hauntedcan only be found in thedarkest dungeonor inwolves at the door,1,0.963,darkestdungeon
100 goldgems x5 ancestral trinket x1,0,0.97,darkestdungeon
trinket chestcan only be found during a boss quest in thecourtyard,0,0.955,darkestdungeon
can only be found during a boss quest in thecourtyard,0,0.942,darkestdungeon
skeleton keyany loot x2,0,0.972,darkestdungeon
any loot x2,0,0.987,darkestdungeon
a colored key,0,0.986,darkestdungeon
treasurecan only be found insidesecret rooms,0,0.938,darkestdungeon
skeleton key the secret compartment contains great treasurescollector trinketpuzzling trapezohedron x3,0,0.946,darkestdungeon
collector trinketpuzzling trapezohedron x3,0,0.986,darkestdungeon
100 goldgems x3 someone left behind quite a stash,0,0.979,darkestdungeon
can only be found on theold road,0,0.981,darkestdungeon
something is not quite right with this one,0,0.99,darkestdungeon
skeleton key the key is used to safely open the chesttrinket x2,0,0.96,darkestdungeon
100 blight its trapped,1,0.98,darkestdungeon
brigands tentscroungingcan only be found on theold roadwhen not instygian mode,0,0.977,darkestdungeon
scroungingcan only be found on theold roadwhen not instygian mode,0,0.962,darkestdungeon
clearly where the ambushers camp,0,0.976,darkestdungeon
transcendent terrorcan only be found on theold roadinstygian mode,1,0.964,darkestdungeon
can only be found on theold roadinstygian mode,0,0.976,darkestdungeon
surely nothing good can come of a dialogue with the dead,1,0.989,darkestdungeon
throbbing cockoonscan be found in the four main areas when the infestation level is high note this is diffefent from the one found in thecourtyard,0,0.924,darkestdungeon
can be found in the four main areas when the infestation level is high note this is diffefent from the one found in thecourtyard,0,0.929,darkestdungeon
