phrase,label,source
"'Sometimes, when it's quiet, I can still hear her. Sometimes.'",,LoL/Lucian
'Demon of the Old West. Has a nice ring to it.',,LoL/Lucian
'I've stared in the faces of life and death. Both blinked.',,LoL/Lucian
'Killing monsters on the high plains. Ain't nothing sweeter.',,LoL/Lucian
'Everyday the desert eats a man for breakfast.',,LoL/Lucian
"'I got one rule: you hurt people,you answer to me.'",,LoL/Lucian
'Shadows ain't nothin' to be afraid of... once you've met 'em.',,LoL/Lucian
'Whole world's full of men and monsters.Most are a little of both.',,LoL/Lucian
'Hellfire and a quick trigger finger will get a man just about anywhere.',,LoL/Lucian
'The frontier's taken plenty of lives. I'm just here to even the odds.',,LoL/Lucian
'Ain't looking to make a name for myself. Already have one.',,LoL/Lucian
"'Wish I could say it was good to see you, longhorn. Suppose it was always gonna end this way.'",,LoL/Lucian
"'Get your sorry hide back to Progress, Sheriff Cait. The law ain't wanted here.'",,LoL/Lucian
'Heard there was a desperada around these parts. Didn't figure her for a snake.',,LoL/Lucian
"'Curse youandcurse your damn birds, you sorry heap o' sticks!'",,LoL/Lucian
'I need me a horse.',,LoL/Lucian
"'Square up, tin man. Let's see if you're really the future of gunfightin'.'",,LoL/Lucian
'Desert's spittin' out varmints left and right.',,LoL/Lucian
"'Didn't realize my actions warranted your attention, Miss Fortune.'",,LoL/Lucian
"'Don't like scorpions. Big ones, even less.'",,LoL/Lucian
"'I'll rule my own soul, devil, and send you back to Hell!'",,LoL/Lucian
"'Been saving this bullet for you, devil!'",,LoL/Lucian
"'Seen a lot of cheats in my day, Fate, and you're the one I like the least.'",,LoL/Lucian
"'Well, Urgot, what can I say? You look like hell.'",,LoL/Lucian
'Yasuo. Been a while. Guess it's time to settle a debt.',,LoL/Lucian
'This demon's calling you out.',,LoL/Lucian
'Hell ain't big enough for the both of us.',,LoL/Lucian
"'You crossed the wrong demon, friend.'",,LoL/Lucian
"'If you're lookin' for a fight, then you found one.'",,LoL/Lucian
'That badge make ya feel tough?',,LoL/Lucian
'I've got a badge too. Don't mean nothin'.',,LoL/Lucian
'I'm a cowboy. On a steel horse I-- uh... um...',,LoL/Lucian
'Not to beat a dead horse but... where is my horse?',,LoL/Lucian
"'Now to ride into the sunset... aw, hell!'",,LoL/Lucian
"'Yeah, I hope you keep that humor up... in Hell.'",,LoL/Lucian
Lucian laughs heartily.,,LoL/Lucian
Lucian dances to a beat.,,LoL/Lucian
'Death is a mercy.',,LoL/Lucian
'One in the chamber.',,LoL/Lucian
'You look nervous.',,LoL/Lucian
'Reach for the sky.',,LoL/Lucian
'You're fixin' to die.',,LoL/Lucian
'An easy shot.',,LoL/Lucian
'No use runnin'.',,LoL/Lucian
'You've got a date with darkness',,LoL/Lucian
'Sound and fury.',,LoL/Lucian
'You better be a fast gun!',,LoL/Lucian
'Never piss off a gunfighter.',,LoL/Lucian
'Quit runnin' your mouth!',,LoL/Lucian
'Can't outgun a shadow!',,LoL/Lucian
'Take it up with my gun.',,LoL/Lucian
'You done crossed the wrong man!',,LoL/Lucian
'I do love a gunfight!',,LoL/Lucian
'Don't make me gun you down!',,LoL/Lucian
'Hang 'em high.',,LoL/Lucian
'Shoot first and never miss.',,LoL/Lucian
'Can't outdraw me.',,LoL/Lucian
'You just dug your own grave!',,LoL/Lucian
'I'm itching for a fight!',,LoL/Lucian
'You just made my day!',,LoL/Lucian
'Go to Hell.',,LoL/Lucian
'Here comes the thunder!',,LoL/Lucian
"'You ain't gettin' your due just yet, devil.'",,LoL/Lucian
"'This one's for Senna, you two-faced son of a coyote!'",,LoL/Lucian
"'Remember me, devil?'",,LoL/Lucian
"'End of the line, Thresh.'",,LoL/Lucian
"'Hell's expecting you for supper, Thresh!'",,LoL/Lucian
"'Got a bullet with your name on it, Thresh.'",,LoL/Lucian
'You'll bleed like the rest of us.',,LoL/Lucian
'Demons in every corner.',,LoL/Lucian
'Get back to the shadows.',,LoL/Lucian
'Cut 'em out!',,LoL/Lucian
'Dead as dinner.',,LoL/Lucian
'Head 'em up!',,LoL/Lucian
'Can't run forever!',,LoL/Lucian
'One for the road!',,LoL/Lucian
Lucian grunts twice.,,LoL/Lucian
'Knock this back.',,LoL/Lucian
'Light 'em up!',,LoL/Lucian
'Try this on!',,LoL/Lucian
'Chew on this!',,LoL/Lucian
'Devil take ye'.',,LoL/Lucian
'Ashes and blood!',,LoL/Lucian
'The West is mine!',,LoL/Lucian
'You are forsaken!',,LoL/Lucian
'The West will burn!',,LoL/Lucian
'Welcome to perdition!',,LoL/Lucian
Lucian laughs maniacally.,,LoL/Lucian
'Now why'd you make me go and do that?',,LoL/Lucian
'Didn't even clear leather.',,LoL/Lucian
'Welcome to boot hill.',,LoL/Lucian
"'Wrong end of the barrel, friend.'",,LoL/Lucian
'Don't stand where I shoot.',,LoL/Lucian
'I'll inform your next of kin.',,LoL/Lucian
"Lucian sighs. 'Rest easy, Longhorn.'",,LoL/Lucian
"'You were too stubborn for your own good, Cait.'",,LoL/Lucian
"'Just when I thought we were getting on, snake.'",,LoL/Lucian
"'I'm sure I'll see you soon, stickheap. Too soon for my tastes.'",,LoL/Lucian
"'One day, I'll lose that draw, Jhin, but it ain't today.'",,LoL/Lucian
'Can't kick a pebble without hitting one of these...',,LoL/Lucian
"'Well, Fortune, guess bounty's off.'",,LoL/Lucian
"'Is it just me, or are those critters getting bigger?'",,LoL/Lucian
"'Huh. Well, Senna, that'll do.'",,LoL/Lucian
"'Cheat your way out of being dead, Fate.'",,LoL/Lucian
"'If you thought dying was bad, Urgot, just wait and see where you end up.'",,LoL/Lucian
"'Hope you find peace, Yasuo. Least one of us will.'",,LoL/Lucian
'Carve anymore notches and I'll run out of gun!',,LoL/Lucian
"'Finally, some peace and quiet!'",,LoL/Lucian
'Undertaker's got his work cut out for 'im.',,LoL/Lucian
'Reckon that pissed somebody off.',,LoL/Lucian
'Look at that! Fell right over.',,LoL/Lucian
"'Well, I'll be damned.'",,LoL/Lucian
'Nowhere left to hide.',,LoL/Lucian
'Blew the doors off that one.',,LoL/Lucian
'Any o' y'all got a skinning knife?',,LoL/Lucian
"'No need to thank me, friends. Just doin' my job.'",,LoL/Lucian
'Trail just got a little safer.',,LoL/Lucian
'Haven't lost my touch.',,LoL/Lucian
"'Give me a minute, partner.I've got company.'",,LoL/Lucian
'Name's Lucian.Pleased to make your acquaintance.',,LoL/Lucian
'Well look who decided to join us:today's target practice.',,LoL/Lucian
"'Salutations, friends.Got room for one more?'",,LoL/Lucian
"'Ride 'em high, cowboy.Ride that last train straight to Hell!'",,LoL/Lucian
'I'll be... waiting...',,LoL/Lucian
Lucian grunts. 'Senna...',,LoL/Lucian
Lucian grunts and perishes.,,LoL/Lucian
'The last ride ain't ever your last.',,LoL/Lucian
'Can't kill a man more shadow than blood.',,LoL/Lucian
'Seems like Hell ain't ready for me yet.',,LoL/Lucian
'Back in the saddle.',,LoL/Lucian
'Look at that. Died with my boots on.',,LoL/Lucian
'Glad that demon blood was good for somethin'.',,LoL/Lucian
'You will be purified.',,LoL/Lucian
'Senna... I have failed you... ',,LoL/Lucian
'I am the voice of the silence.',,LoL/Bel'Veth
'We will be waiting.',,LoL/Bel'Veth
'Let my first steps mark the end of this world.',,LoL/Bel'Veth
"'You call us nothing, yet we are everything. Every place, every time... we are you.'",,LoL/Bel'Veth
"'All your lives, you have chased your own destruction. At long last, I amhere.'",,LoL/Bel'Veth
"'My hunger is endless. It cannot be sated, and it will not be stopped.'",,LoL/Bel'Veth
'Existence was our cocoon. It has made the void into something more.',,LoL/Bel'Veth
'I am infinitely beyond you. A mind undivided by weakness or mercy.',,LoL/Bel'Veth
'Our victory was decided the moment I was born.',,LoL/Bel'Veth
'My Runeterra will be beautiful.',,LoL/Bel'Veth
"'Undisturbed, the void wanted nothing; now, we simplywant.'",,LoL/Bel'Veth
'All that will remain is a sea of lavender.',,LoL/Bel'Veth
'I spread deeper and deeper into the old void.',,LoL/Bel'Veth
"'I am all that is, and all that will ever be.'",,LoL/Bel'Veth
'There is a vast city growing beneath us. My city.',,LoL/Bel'Veth
'I crave everything.',,LoL/Bel'Veth
'I do not feel hatred.',,LoL/Bel'Veth
'My mind expands.',,LoL/Bel'Veth
"'The light of reality burned, until it did not.'",,LoL/Bel'Veth
"'We will consume you, and become you.'",,LoL/Bel'Veth
"'Emotions, memories, these are what I crave.'",,LoL/Bel'Veth
'Evolution is never gentle.',,LoL/Bel'Veth
'I must know what it means to exist.',,LoL/Bel'Veth
'Humanity is the architect of its own extinction.',,LoL/Bel'Veth
'Change is necessary.',,LoL/Bel'Veth
'My kind will pour across Runeterra and all will fall.',,LoL/Bel'Veth
'The void cannot go back to what it was.',,LoL/Bel'Veth
'We envy the gift of existence.',,LoL/Bel'Veth
'The end awaits.',,LoL/Bel'Veth
'A final feast to devour the world.',,LoL/Bel'Veth
'All life will be repurposed. The void will live.',,LoL/Bel'Veth
'I will pick this world clean.',,LoL/Bel'Veth
''Empress' is more than a title.',,LoL/Bel'Veth
"'Now, to unmake.'",,LoL/Bel'Veth
'This is my true self.',,LoL/Bel'Veth
"'When all is silent, I will remain.'",,LoL/Bel'Veth
'I appreciate such valiant resistance.',,LoL/Bel'Veth
'The void will drown you all.',,LoL/Bel'Veth
'You all should have listened.',,LoL/Bel'Veth
"'Consume, grow, and remake.'",,LoL/Bel'Veth
'Life has infected my kind with the desire to exist. We crave only what was forced upon us.',,LoL/Bel'Veth
"'For every city that falls, we build ten. For each life we take, a thousand void spawn.'",,LoL/Bel'Veth
'The void desires an empress. I am the expression of that will.',,LoL/Bel'Veth
'You tore us from our formless cradle and cast us into the horror of reality.',,LoL/Bel'Veth
'The Watchers did not anticipate my birth. It will be their final mistake.',,LoL/Bel'Veth
"'When the void first touched existence, both were changed forever.'",,LoL/Bel'Veth
'This world will not be forgotten. I will replace it--a child devouring its parent.',,LoL/Bel'Veth
"'Only existence can sate your hunger, Cho'Gath.'",,LoL/Bel'Veth
"'You disappoint me, Kai'Sa. The Watchers are the true threat.'",,LoL/Bel'Veth
"'Kassadin, the void you knew is gone. Your war cannot be won.'",,LoL/Bel'Veth
"'Yes, Kha'Zix. You have tasted the world and crave more.'",,LoL/Bel'Veth
"'Kog'Maw, so small and yet so much potential.'",,LoL/Bel'Veth
"'You cannot fight the Watchers alone, Lissandra.'",,LoL/Bel'Veth
"'Witness me, my prophet.'",,LoL/Bel'Veth
"'Queen of the Xer'Sai, you of all things resist the change.'",,LoL/Bel'Veth
"'Vel'Koz, your Watchers cannot unmake me so easily.'",,LoL/Bel'Veth
"'Such intense emotions, ruined king. A meal to match my hungers.'",,LoL/Bel'Veth
"'You are new to me, child of the void. Show me your intentions.'",,LoL/Bel'Veth
'Adhere to my will or die.',,LoL/Bel'Veth
'Your threats mean nothing. I am beyond your comprehension.',,LoL/Bel'Veth
'Hello my little one. Who's my smoochy boochy baby? You are. You are.',,LoL/Bel'Veth
'I was born knowing every joke in existence. They fail to move me.',,LoL/Bel'Veth
'Nowhere to run.,,LoL/Bel'Veth
'I will use you well.',,LoL/Bel'Veth
'Nothing will remain.',,LoL/Bel'Veth
'Drown in me.',,LoL/Bel'Veth
'You crave death.',,LoL/Bel'Veth
'Feed the void.',,LoL/Bel'Veth
'My hungers grow.',,LoL/Bel'Veth
'This will be painful.',,LoL/Bel'Veth
'All things end.',,LoL/Bel'Veth
'Do not disappoint me.',,LoL/Bel'Veth
'I am not gentle.',,LoL/Bel'Veth
'I grant you an audience.',,LoL/Bel'Veth
'You have my attention.',,LoL/Bel'Veth
'My world awaits.',,LoL/Bel'Veth
'Show me what you are.',,LoL/Bel'Veth
'We will be complete.',,LoL/Bel'Veth
'Expand my consciousness.',,LoL/Bel'Veth
'I am beyond you.',,LoL/Bel'Veth
'You struggle for nothing.',,LoL/Bel'Veth
'My victory is certain.',,LoL/Bel'Veth
'This could have been easy.',,LoL/Bel'Veth
'Give me your memories.',,LoL/Bel'Veth
"'You served your purpose, Rift Herald.'",,LoL/Bel'Veth
"'They did not heed your warning, Rift Herald.'",,LoL/Bel'Veth
"'Your memories will fill the void, Dragon.'",,LoL/Bel'Veth
"'Give me your power, Drake.'",,LoL/Bel'Veth
"'You sense what I am, Dragon.'",,LoL/Bel'Veth
"'Be remade in the void, Drake.'",,LoL/Bel'Veth
"'Nashor, you possess a power Ineed.'",,LoL/Bel'Veth
"'If you refuse to join me, Nashor, thendie.'",,LoL/Bel'Veth
'You are nothing.',,LoL/Bel'Veth
'I will end this.',,LoL/Bel'Veth
'Let me taste your pain.',,LoL/Bel'Veth
'Sate my hunger.',,LoL/Bel'Veth
'Give me everything.',,LoL/Bel'Veth
'Such sweet emotion.',,LoL/Bel'Veth
'I crave more.',,LoL/Bel'Veth
'Nowhere is safe.',,LoL/Bel'Veth
'I am done talking.',,LoL/Bel'Veth
'You all disappoint me.',,LoL/Bel'Veth
'I have grown beyond you all.',,LoL/Bel'Veth
"'If you will not hear me, you will feed me.'",,LoL/Bel'Veth
'The time for games has ended.',,LoL/Bel'Veth
'All will be washed away.',,LoL/Bel'Veth
'These are the emotions I crave.',,LoL/Bel'Veth
"'Your memories, I want more.'",,LoL/Bel'Veth
'My metamorphosis continues.',,LoL/Bel'Veth
'Fuel our evolution.',,LoL/Bel'Veth
'Such bravery will live on. In me.',,LoL/Bel'Veth
'Sink beneath my waters.',,LoL/Bel'Veth
'Everything you were is now part of us.',,LoL/Bel'Veth
"'You become greedy, Cho'Gath. Vicious, aren't you?'",,LoL/Bel'Veth
"'You resist me, Kai'Sa, yetIam your salvation.'",,LoL/Bel'Veth
"'As stubborn and brave as your daughter. And now, so am I.'",,LoL/Bel'Veth
"'Continue your evolution, Kha'Zix. Devour everything.'",,LoL/Bel'Veth
"'Your true self awaits, mouth of the abyss.'",,LoL/Bel'Veth
"'Consider an alliance, Lissandra. Consider it carefully.'",,LoL/Bel'Veth
"'You saw the end, Malzahar, now see the beginning.'",,LoL/Bel'Veth
'A beast of motherly instinct. The Watchers did not anticipate this.',,LoL/Bel'Veth
"'Every moment of your life now belongs to me, stone weaver.'",,LoL/Bel'Veth
'The Watchers must die so the void can be reborn.',,LoL/Bel'Veth
"'They would erase even her memory, ruined king. You can still save her.'",,LoL/Bel'Veth
'All will drown beneath my lavender sea.',,LoL/Bel'Veth
'I see all that will be.',,LoL/Bel'Veth
'Show me the world.',,LoL/Bel'Veth
'Grant me knowledge.',,LoL/Bel'Veth
'We have always watched.',,LoL/Bel'Veth
'My eyes are everywhere.',,LoL/Bel'Veth
'Every morsel of this world will fuel our metamorphosis.',,LoL/Bel'Veth
'You think yourselves victorious? You are wrong.',,LoL/Bel'Veth
'I will remember this.',,LoL/Bel'Veth
Bel'Veth grunts angrily.,,LoL/Bel'Veth
"'The void demands that I exist; and so, I do.'",,LoL/Bel'Veth
"'I have shown restraint, that ends now.",,LoL/Bel'Veth
'Hope is the armor of fools.',,LoL/Bel'Veth
"'I emerge from the lavender sea, reborn.'",,LoL/Bel'Veth
'Now you have myfullattention.',,LoL/Bel'Veth
Homeguard Start SFX,,LoL/Bel'Veth
Homeguard Active Loop SFX,,LoL/Bel'Veth
Homeguard Wing Flap SFX,,LoL/Bel'Veth
Dance Cast SFX,,LoL/Bel'Veth
Slow Basic Attack Cast SFX,,LoL/Bel'Veth
Fast Basic Attack Cast SFX,,LoL/Bel'Veth
Basic Attack Single (Slow) Hit SFX,,LoL/Bel'Veth
Basic Attack Double (Fast) Hit SFX,,LoL/Bel'Veth
Death in Lavender Inbound Missile SFX,,LoL/Bel'Veth
Death in Lavender Missile Hit (Received) SFX,,LoL/Bel'Veth
Void Surge Cast SFX,,LoL/Bel'Veth
Void Surge Hit SFX,,LoL/Bel'Veth
Void SurgeDirectional Cooldown WarningSFX,,LoL/Bel'Veth
Void Surge Northeast Direction Available SFX,,LoL/Bel'Veth
Void Surge Northwest Direction Available SFX,,LoL/Bel'Veth
Void Surge Southeast Direction Available SFX,,LoL/Bel'Veth
Void Surge Southwest Direction Available SFX,,LoL/Bel'Veth
Above and Below Cast SFX,,LoL/Bel'Veth
Above and Below Launch SFX,,LoL/Bel'Veth
Above and Below Location Hit SFX,,LoL/Bel'Veth
Above and Below Enemy Hit SFX,,LoL/Bel'Veth
Royal Maelstrom Cast SFX,,LoL/Bel'Veth
Royal Maelstrom Activation SFX,,LoL/Bel'Veth
Royal Maelstrom Slice Cast SFX,,LoL/Bel'Veth
Royal Maelstrom Slice Hit SFX,,LoL/Bel'Veth
